10000086,“ come look up with kindness yet for even solace can be sourced from sorrow ” the nation ’ s firstever youth poet…
10000087,illegal activity glorified and allowed this is the unlawful black america of today stupidity
10000088,how about asshole
10000089,wow and are drunk on ’ s new year ’ s eve live show woozy facepartying faceface with spiral eyes
10000090,uh yeah we all do moronrolling on the floor laughingface with tears of joyrolling on the floor laughingface with tears of joy
10000091,i do not believe that there is corruption and manipulation in the stock market and that the government is in collusion that only happens in the movies smiling face with sunglasses
10000092,alert knowmore genocidal regime ethiopia as anathema to oromo amp tigray cause massacred more than wolo oromos a…
10000093,marie therese metoyer dilsey pope jacob gasken nat butler justus angel and mistress l horry widow c richards and son pc richards the pendarvis family antoine dubuclet william april ellison anthony johnson from lt
10000094,andy cohen is not on cnn
10000095,said every newspaper headline since stunning editing work
10000096,as trump said its just like a flu
10000097,i agree he built his career and kingdom on toxic alcoholism and exploiting women at their lowest points his eyes were raging last night it ’ s was awful to watch won ’ t watch him again
10000098,the world looks different now reynolds wrote she was great at defying expectation she managed to grow very old and somehow…
10000099,preparty nye nola
10000100,what is it with and pedos
10000101,idk maybe the whole network is filled with pedos and perverts
10000102,there are no beds the nurses decided they didnt want to follow the rules
10000103,us has always want other countries to follow their systemur system sucks
10000104,broken heartbroken heartbroken heart appreciate the information i hope this stops soon
10000105,theyre a scam anyways i see them all the time when it was their nephew and now all f the sudden its their kid
10000106,in the absence of essential public health measures the safest decision is to return to distance learning for a brief…
10000107,all fair points power corrupts
10000108,pigs
10000109,cnns utter depravity is a sickening to see on public tv
10000110,sesame street does have liberal bias thats the scary thingi can keep sending them if you want more
10000111,democrats will do nothing and you ’ ll still vote for them cause republicans are dictators
10000112,usa government thinks all citizens abroad are traitors and this policy is designed to be revenge for living overseas
10000113,congratulations mr mayor
10000114,ሀሽታጉ ጀምሯል ethiopia is a free nation a free country with a free government we do not want anyones intervention no…
10000115,much better than and from the district where they spent over m of federal funds destined for covid relief
10000116,over what
10000117,as if u lot are the obedient oneshail to human rights
10000118,drunks and children speak the truth good going andy cohenface with tears of joy good riddance deblasio
10000119,the virus came from china moron and you apparently don ’ t know the bee is selfproclaimed fake news unlike that claims to real news but is fake news
10000120,this is disgusting ditch the cokehead
10000121,state of nj and teachers hate gov christie
10000122,can we end this already and their fear mongering arm freedom novaccinepassportsanywhere riseup
10000123,cnn how do you run out of fake news i mean it ’ s fake just make something up about trump or something if you ’ re having a slow day
10000124,how are you
10000125,when someone shows who they are the first time believe them
10000126,should seek mental health treatment for eye hes deranged for sure
10000127,wins in or we lose and the journalist will be hunted down jailed and or killed and there will only be fox news if these journalist dont use their mic to work with biden and actively save our democracy they will deserve what they get wake up and save us
10000128,handsoffethiopia handsofferitrea handsoffhoa condemntplf disarmtplf lehager …
10000129,take a note on this and
10000130,thank you for your spirited efforts in promoting vaccinations and saving thousand of american lives
10000131,i did not watch last night but after seeing clips i can honestly say that channel will never occupy any of my screens
10000132,like vlad and the don if kims mouth is moving and the words im lying are not coming out hes lying not a conscience between them for the conscience is the voice of god and their actions prove they are not listening the three faces of evil selfinterest poster children
10000133,philly can match that too another shooting this morning
10000134,oh figures as found out that i support a president that actually gets shit done unlike how great chase has been ever since brandon took over as we living through hell sorry for not being a left extremist who just loves hearing all lies on
10000135,biden got usa out of war lowest unemployment since s biden ’ s stock market up great stock market repeal republican rich people tax cuts causing inflation
10000136,last nights ny show was not entertaining except for the performers anderson and andys humor is crass and mostly silly and all the drinking by cnn sets a very bad example be better next year
10000137,that ’ s wonderful but we are definitely heading to hand maid ’ s tale there is such little respect for women in this country i am genuinely afraid of what the future is for women in america
10000138,finally some truth on
10000139,maybe as a cautionary tale who better to explain the art of fence…
10000140,as paul said im the chief of sinners
10000141,my grandson and i watched his latest movie pig it was really very good
10000142,terrorists briefing a senior police officer react as if youre there to uphold the rule of law dont appear biased
10000143,thank you the news tell the sheep differently our hospital does not report vaccinated covid patients only the unvaccinated the ratio is about here crazy times
10000144,nature started ut
10000145,party popperhappy new years fam first amp foremost i ’ m thanking god for blessing us “ all ” have another yr on “ his earth ” globe showing Europe-Africa this year my prayers god is b happy enjoy life d fullest amp actually get out of this house meet date love amp spoil d man of my dreams as he will do mered heart
10000146,great idea for cnn to do a documentary on the voting rights actsoon
10000147,a lot of americans feel this way
10000148,i ’ m going to use this gif any time i have to consume something distasteful
10000149,right thumbs up: medium-light skin toneface with rolling eyes clowns clown face look at this a white lefty questioning a black trump supporter over a hat face with rolling eyes
10000150,if we are not earning usa income or own usa assets then tax is not fair the usa says “ everyone has to pay their share ” but usa does lots for homeland citizens and nothing for citizens abroad so what are citizens abroad paying for
10000151,it ’ s his job to extract wealth a parasite maybe warren buffet can transition to a more productive labor like eating my asshole
10000152,maybe as a cautionary tale who better to explain the art of fence sitting than a man whose penis has crawled up in to the recesses of his body and so i give you governor mangina confounded facepersevering faceflushed faceface with open mouthastonished facepleading faceface screaming in fear
10000153,that was a really good episode of boston legal my wife amp i used to love watching that show together so much talent on that show
10000154,these are some of s most eyecatching visions of the future
10000155,fleur-de-liscrownfleur-de-lisi am your my majesty queen elizabeth ll generations queen and princess of englandfleur-de-liscrownfleur-de-lisflag: United Kingdomflag: Cocos (Keeling) Islandsflag: Switzerlandflag: Thailandflag: South Koreacrownprincess fairytales of…
10000156,bro what ’ s your plan when david mutates and jesus returns it ’ s time to repent use your platforms for holiness your kingdom has already lost
10000157,i don ’ t care what you say … i ’ m still going to the polls amp vote for republican candidates this year i can ’ t…
10000158,please retire
10000159,the most important person in the worldqueen elizabeth ll queen diana queen sriratsamee suwadee queen katherine madison p…
10000160,if i am able to persuade a judge to order an accurate share count of amc and gme a lot of their shenanigans are nipped…
10000161,he started to sing mockingbird all of a sudden carlys voice chimed in we all got excited thinking she was about to walk on stage until the curtain opened to see a reel to reel playing he had a good laugh
10000162,sanfrancisco made tonight for overdose deaths
10000163,“ how can a young man keep his way pure by guarding it according to your word ” psalm
10000164,maybe someone for cnn thinking facethinking facemaybe ‘ s medical correspondent dr oh yeah he did destroy that hack ehmicrophonedrop of blood
10000165,thats hot
10000166,if human beings are created by gods then human creations are also created by gods if humans are natural then human behavior is also natural
10000167,hey fake when did you know your guy was a pedo
10000168,happy new year we are winner now i want to see my family in usa and my brothers bts and my boyfriend kimseokjin i love yo…
10000169,human rights organizations amp western journalists have lost the trust of people big time in the conflict in ethiopia h…
10000170,wow female and gay who knew
10000171,human rights organizations amp western journalists have lost the trust of people big time in the conflict in ethiopia humanit…
10000172,can we just make sure this dude wasn ’ t at the january th attempted coup i ’ m getting some vibes here and i want to be able to root for this guy knowing he isn ’ t a treasonous trump supporter face with tears of joy
10000173,’ s show last night with and was so painful it was like watching high school kids get drunk for the first time at one point there was a multispout champagne bong…wtaf
10000174,eric adams new york citys new mayor was sworn in to office just minutes after the crystal ball dropped at midnight in times squ…
10000175,leaving vegas
10000176,thank you valid point why are usa billionaires not renouncing because they are not impacted
10000177,clapping hands: light skin toneclapping hands: light skin tonebullseye it was horrifying to watch this manchild throwing a personal petty tantrum during what was supposed to be an entertainment special he isn ’ t funny period hey how about cheri oteri as ac ’ s cohost on she ’ s actually entertaining
10000178,i didn ’ t watch it i was disgusted they would even do that
10000179,reelection president
10000180,will you make get some help it was embarrassing for the network…
10000181,i took a screen cap of them
10000182,they stopped completely right after the november election so obvious the real motivation
10000183,your new year ’ s eve show was an absolute embarrassment how would you let two drunk morons stay on the air
10000184,trust me that helps i stopped seeing them as a credible news sources a long time ago when you go into it knowing it ’ s an entertainment channel you can calibrate your expectations accordingly upside-down face
10000185,you are correct we are discussing gratuitous violence initiated to harm self defence or acts to prevent injury to another are not considered
10000186,james and discuss their early musical influences in this clip from justcalloutmyname premieres this sun…
10000187,explains why stock credit and home equity are not used for the same purpose “ ok and ”
10000188,face it folks doesn ’ t care about covid he ’ s out vacationing while americans struggle to find a covid test shu…
10000189,traditional facial markings try harder cnn
10000190,tigraygenocide boycott flag: Turkey turkey turkey is responsible for equipping ethios genocidal regime against tigray endtigraysi…
10000191,how will you be celebrating new years eve tomorrow if youre at home join james at pm et on as he chats …
10000192,in this clip from justcalloutmyname james amp discuss how james came to record caroles song youve got…
10000193,chinese people can be american anything to stir shit up huh
10000194,these movies all sucked
10000195,as a songwriter i feel that ive been given a gift to convey ideas and feelings that people feel said scroll thr…
10000196,not all of them ass wipe
10000197,grammy award winner was discovered by a beatles talent scout when he was heres a look back at his career in…
10000198,not sure if persuade is the word you were looking for here bud convincing a public servant to do the right thing should be easy i think if we can get info on the case who the judge is public pressure from retail would be a good assurance tactic that he plays fair
10000199,for anyone who is interested heres some actual valuable information about the science mission that doesnt just say its highly valuable as if nasa were trying to mine it
10000200,hey don ’ t you think has paid her dues how about bringing her back to host the next nye with another…
10000201,join amp for an allstar cnnnye celebration p et …
10000202,there plenty of quitting in america lmao
10000203,straight talk are you aware of the extent your data has been compromised straight talk users continue to get picked off everyday you have a duty to mitigate to protect users who have not yet been simported and robbed but will be soon
10000204,lets look at false positive cases that were multiplied and get scared lol lets just get this over with
10000205,on there are plenty of usmade brandname ones for about a buck each same on amazon
10000206,so lets help them by telling everyone we know amp pushing out the demvictory on every social media platform i made this little list the holidays
10000207,we appreciate you
10000208,uh are you sure that sharon peters and fonda cox wasn ’ t tweeting last night face with tears of joyface with tears of joyface with tears of joy
10000209,all those under the umbrella
10000210,no surprises act enables postmedical care rationing of insurer reimbursement to physicians when combined with insurer priorauthorization rationing of medical care it completes the removal of nearly all fiscal risk for profitable health insurers
10000211,we demand unconditionally release of our leader mazi nnamdi kanu for he is the chosen one of biafra freemazinnamdikanunow…
10000212,the psyche mission launching in august will set a course for a metallic asteroid of the same name one that may be highly valu…
10000213,yep and when is going to start firing all these pervs and pedophyles
10000214,people around the planet have waved goodbye to this is how the world welcomed in the new year fireworksparty popper read more here …
10000215,sign up for cnns part series for helpful hints to achieve better sleep
10000216,excellent point hope you receive a positive answer from or an explanation why they wouldnt give voting rights the same focus as christies book
10000217,rolling on the floor laughinghe can ’ t help himself
10000218,best part of the night thank you smiling face with heart-eyesrolling on the floor laughing
10000219,thought that you would find most relevant “ why patients deserve cannabiseducated healthcare professionals ” meredith fishercorn mdeditorinchief cme medicaleducation cme cannabis marijuana medicaleducation cbd hemp psychedelic medtwitter
10000220,betty white wasnt supposed to play rose nylund on the golden girls but we are so grateful that she did
10000221,a virginia dads chocolate milk run turned into a million windfall
10000222,the boston celtics great and hall of famer sam jones has passed away at the age of according to the celtics and his son https…
10000223,tplfterroristgroup destructions in lalibela airport in ethiopia has shown their true color antipeace destructions terro…
10000224,without a doubt the housing market was on a wild ride in heres what to expect as we head into the new year …
10000225,you realize gets lower ratings than the knitting channel right
10000226,heres what its like inside the chicagoarea factory aiming to end us overreliance on asias ppe production …
10000227,you are right we don ’ t want any opinions that are contrary to our narratives that ’ s why we dominate twitter and fb
10000228,oh you ’ re lucky i ’ ve watched a film of his concert in boston in the s and loved it
10000229,it was gone on jan
10000230,praying for my co friends folded hands
10000231,make sure your grandkids get the jab so they can have life long issues
10000232,all “ vaxxed ” sick crews out sick all “ unvaxxed ” crews healthy but forced to sit home anyone besides me see a solution for s…
10000233,i wrote a blog about christie hes a bully and a criminal nj folx know what he is and we dont want him anywhere near us happy to hear his book didnt sell no one is interested in him
10000234,did she say “ no more penis from a man that has no money in “
10000235,hires perverts
10000236,perhaps if we combined vaccine and treatment efforts we might have better success why is no one talking about effective treatment
10000237,right and don lemonade bussy shaking also being loud n drunk im gon na have fun this new year
10000238,its people now
10000239,him and jeff goldblum both pause for dramatic effect whoops nodded off pleading face
10000240,the year never even start
10000241,i wouldn ’ t know that ’ s not something i look for but more power to you if that ’ s your thing
10000242,crooked nancy what a piece of work power hungry narcissist
10000243,thank you for the warmth you showed me and my cozys red heart can ’ t wait to play again let ’ s build a fort…
10000244,never realized what a disproportionatehuge number of murders robberies drive bys and violent crimes are committed by young aa males very eye opening because data and statistics aren ’ t racist and don ’ t lie the datastats does make liberals and other aa ’ s way uncomfortable
10000245,its not a tattoo its a moko kauae its a visualspiritual representation of her whakapapa her lineage and links to her tūpuna and whenua trying to belittle it reflects on you not her
10000246,yea cnn good for staying steadfast on displaying such deviant behavior that does not represent real black americans in the least bit
10000247,happy lying year and …
10000248,shoutout to the producers who highlighted tweets from mike oxlong bo nehr and ben dover tonight you are the real hero…
10000249,my hubby is a lawyer too you know the courts will halt all trading on the stock for years at a minimum as a lawyer you know that why would you even suggest this if you were an investor its a shill move
10000250,have my reminder set for this one seeing jt in the mid s in boston priceless smiling face with heart-eyes
10000251,a lot of kids actually saw that and i just talked to a large community of men who are all pissed off at what she said some of their kids saw it this is totally unacceptable behavior and what a rotten horrible thing to say
10000252,they are the worst stranded my daughter couldn ’ t get any help from them had to pay to rebook with another airline then on her return flight home they again stranded her halfway across the country and i had to again rebook with another airline still trying to get owed
10000253,oh thought you were more put off by the andyanderson combo agree on the gathering in ts
10000254,huge fan but i never knew he was a lesbian winking face
10000255,snowflakecockroachs are loving that right about now and it sucks because i think sista is kinda cute but thats gone out the damn window
10000256,anyone a fair media would emphasize that republicans tried to steal the election
10000257,this is sex scandals sinking ratings cnn imploding on eve of streaming launch via …
10000258,fake news
10000259,imagine that…in her own country taken over by colonialism…this is actually a thing
10000260,betty white the selfdescribed “ lucky old broad ” whose characters were a beloved fixture on tv shows and movies such as “ the gold…
10000261,yep just wasted time he should do himself a favor and count his calories
10000262,vaccine only strategy was short sighted and reckless vaccination is not stand alone public health strategy economy over health and saving lives is disgusting biden is endangering all students and workers forcing them into unsafe environments as covid skyrockets
10000263,in the middle of his never ending appearances on every network including cnn i assume
10000264,has done more for society then and combined…journalism is dead within those walls wheresthetruth
10000265,what ever happened with that body transplanthead transplant
10000266,no idea but they did one a few weeks ago
10000267,listen to these idiots do they not remember how they ran with headlines that president trump was a trader colluding with russia for years did they bury joe bidens on video bragging about quid pro quo story hunter bidens laptop
10000268,as a long time fan of amp i cant wait to watch the documentary just call out my name tomorrow on side note how can tapestry be years old i feel old now one of my fave albums
10000269,shameful he is a total bullshit artist no strong positions
10000270,we all know that hes a loser
10000271,whine much her moko is the entire story its pointless to tell a story if youre going to leave out the central point
10000272,you see who retweeted her you see her with her allegiance lies now she has officially been put on the divestor list …
10000273,really how petty it ’ s not the smokers
10000274,a doc about christie why
10000275,christie probably paid cnn to me and run it
10000276,happynewyear great work and on you two are always having a great time bottle with popping corkparty popperconfetti ball cheers to …
10000277,this report sounds like a dictatorship in russia china and other countries can not comment on the events of the capitol of january cnn you are conspiratorial manipulative and undemocratic
10000278,dont look up guys
10000279,heres a look back at some of the most memorable moments the commercial space industry had to offer in the last year rocket …
10000280,alright now man’s shoeman’s shoe
10000281,well he is a liberal which makes him a bitchboy so whats the story
10000282,but how many taking up the hospital beds and icus and ventilators
10000283,guess who has more ratings than
10000284,oh im with ya i believe that we need new television programs like pedophile hunt to replace worn out programs like survivor lets put a deserted island to some seriously good use
10000285,human rights organizations amp western journalists have lost the trust of people big time in the conflict in ethiopia human…
10000286,cnn trash can network this is the atmosphere cnn creates that attracts all of the p£dos to its doorstep for employ…
10000287,messy over selfserved and underprofessional
10000288,i want to recognize the producers who had me on in to talk about threats to democracy they s…
10000289,votingrightsact this is urgent
10000290,dear why arent you mentioning in any of your reporting tonight on that at multiple concerts that h…
10000291,the best new year ’ s eve show its becoming a tradition
10000292,jan th will be treated like pearl harbor or by the lunatic left will truly be disgusting
10000293,starting the new year watching “ the s ” on and i see you bringing the perspective and insight clapping hands: light skin toneclapping hands: light skin toneclapping hands: light skin tone
10000294,biden ’ s gross mishandling of pandemichis refusal to enact measures to slow spread and save lives is criminal majority have no access to early treatmentsby now everyone should
10000295,he has ambitions of getting back together with cohen it seems lol
10000296,i mean i think she ’ s cute and she isn ’ t wrong
10000297,i can get tipsy and be entertaining are y ’ all hiring for nye coverage next year i can travel if necessary i would love to bring in the new year on tv a little tipsy i ’ m serious dm me if y ’ all are cool with the idea thanks for your time
10000298,i dont give a flying f what anyone else thinks either we are in the century not the f ing century
10000299,actor joins and cohen to share how the late betty white knocked the bejesus out of him wh…
10000300,its disgusting
10000301,cnn stopped the “ covid counter ” shortly after biden got into the oval but they have a new “ counter ” now…
10000302,nicolas cage knows it may sound pretentious but he would prefer you refer to him as a thespian
10000303,when did you guys figure that one out… it ’ s been obvious for close to years now
10000304,it has a place as an honorary song lyric on that shirt im embroidering were all connected by the little red thread of wanting freedom from pants face with tears of joyface with tears of joy
10000305,well some of us go to work and have since day one
10000306,maximum out of the mouth of… thank you ted
10000307,there was a sound like an explosion in the pittsburgh pa area last night local news stations are saying it was a meteor people arentbuying that explanation
10000308,human rights organizations amp western journalists have lost the trust of people big time in the conflict in ethiopia humanity ’ s dark side has been exposed nomore lies unityforethiopia
10000309,this is cnn
10000310,why was that such a disappointment for you
10000311,thought it was a barcode
10000312,you see who retweeted her you see her with her allegiance lies now she has officially been put on the divestor list im going to need yall to get her off the tv cuz shes not easy on the eyes and shes speaking graphically and talking of sexually on a network tv channel
10000313,only nicholas cage can come up with something so ridiculous
10000314,if usa and the western world had not put their hands in we the war would be over by now an amazing australian born…
10000315,great idea
10000316,we need the clip from last night
10000317,i figured would have had the french actor jussie smollet and bubba wallace host a segment together
10000318,is nothing more then a tool of the cia amp nsa sprinkle in the use of the dojfbi… and you create the a great propa…
10000319,is hosting the best nye party on tv what did they give these people to drink everybody is out…
10000320,can ’ t believe ‘ the royals ’ are still a thing can you stop using taxpayer money to maintain the lavish lifestyle of one all white holier than thou family and instead expand nhs coverage or pay teachers more
10000321,they also like to have sex with children person shrugging: medium skin tone
10000322,“ to prevent covid ” can you finally call off your dogs etc and stop pumping…
10000323,typical line up
10000324,biden failed america on covid he should resign
10000325,not a deblasio fan but this jackass should clearly be fired for getting this drunk on camera alone have they no standards at
10000326,i ’ m glad this made all the others seemed to display actions by those whom jenkins was describing who bear the responsibility directlyindirectly let be the yr when our country supports those actually trying to help us in real time in reality
10000327,im sure will come up with something
10000328,you are killing me rolling on the floor laughingface with tears of joy
10000329,christians in india are attacked in banglore n assam every where they have been forced to chant jai sri ram by hindu rss n modi action by police pls save indian christians
10000330,i love when has the s specials i miss those days so much
10000331,cnn bragged about their hitjob for playing a role in delisting ethiopia from agoa it ’ s time for us to delist …
10000332,that ’ s a double edged sword of a quote because neither would darkside of it
10000333,really creationism are there no boundaries to this insanity is it whatever it takes to destroy the natural order of things
10000334,wowyou blamed daunte for being murdered by potter “ everyone seems to forget… “ no one told him to fight and no one told him to flee…he lost his life cuz he didn ’ t respect authority ” no one is to blame but potter for this unlawful senseless murder you give new meaning to stupid
10000335,trumpian level of delusion
10000336,you meant irresponsible around children
10000337,“ to prevent covid ” can you finally call off your dogs etc and stop pumping unnecessary fear onto the population freedom firefauci aoclovesdesantis byedeblasio truth riseup
10000338,let ’ s say pysche is made of cobalt lithium gold and platinum and the value is t what happens to the value of those minerals if we can tow it back to earth
10000339,good humor must watch
10000340,right so embarrassing
10000341,lol the new head honcho at is going to blow things up anyway so go for the gusto
10000342,yes the sun is just starting to rise in china but that book says the earth is flat with corners
10000343,just wow
10000344,april to date kebeles of kemant were burnt by amharaforces the atrocity left at least dead ho…
10000345,felines on fire apparently
10000346,after their child swx scandals i doubt
10000347,will you investigate you got another virus to worry about
10000348,where is the outrage
10000349,tell the american people t truth dropping the isolation period sending people back out to work who r still…
10000350,all of the media outlets ended their covid counters as soon as biden the tyrant went into office even i ’ d like to know why too
10000351,international abductionkidnap and extraordinary rendition of by of fak …
10000352,yet more great news to unmasktheknapp direct from ⁦ ⁩ red heartbasketball
10000353,i feel badly for how pathetic he is he thinks he has haters no he ’ s just so so pathetic and needs help sad
10000354,finally some honest truth on first time for everything
10000355,april to date kebeles of kemant were burnt by amharaforces the atrocity left at least dead homeles…
10000356,you do know that the judge is a lifelong democrat dont you
10000357,just as well it wasnt the skitter flushed facegrinning squinting faceflag: Scotlandflexed biceps
10000358,you always talk about pfizer jampj moderna vaccines — maybe a nod to covaxin ocgn an opportun…
10000359,no proof behind it at all
10000360,give a cogent response
10000361,you are not attracted to her and dislike her personality your opinion doesn ’ t define what ’ s true
10000362,dear please do not ever cancel the ‘ s new years extravaganza it ’ s the most fun i ’ ve had since…last new years cnnnye
10000363,cnn be like
10000364,in the next six months you will be begging for minimum wage to be just to eat if the government keeps printing money and throwing it around you will see prices you never thought possibly be thankful the bbb did not pass
10000365,i disagree
10000366,troll up arrow
10000367,obvious observation
10000368,ill agree
10000369,bernard kerik the former new york city police commissioner has agreed to a voluntary interview with the house select committee i…
10000370,missing smiling face
10000371,andy cohen was impossible to watch last night stupid drunk loud amp boorish kathy was so much better amp much funnier i suspect you want the whole country to make it amp not just your particular county but maybe that typo was intentional on your part
10000372,soviets agree to talks on cuba joining warsaw pact russia insists that cuba and warsaw pact be…
10000373,per comments by on today the mere act of an american president talking one on one wputin gives the…
10000374,i know his ran through bussy stank nobody wan na see this s yall aint s eitheralong…
10000375,america are lying to you children do not need vaccine having children in masks is sheer idiocy neither msm nor care about you they are bought out by bigpharma lt americans maga americafirst
10000376,thousands of us flights were canceled on new years day it ’ s time to make everyone that flies prove vaccination the unvaccinated just don ’ t give a damn if you get sick or die ⁦ ⁩ ⁦ ⁩
10000377,start telling the truth
10000378,breaking the jets of air bombed a busy open market in mekelle tigray injured civilians are rushed to…
10000379,i know his ran through bussy stank nobody wan na see this s yall aint s eitheralong with the rest of lamestreammedia
10000380,what do you expect biden to do when people just moan and groan about a mask or getting the vacines our parents were smarter then us they got all vacines because they new they and there children would die and they were tired of loosing there families but we are not that smart
10000381,a september th investigation uncovered a “ dark story of mass detentions and mass executions in ethiopias tig…
10000382,oh no……lol
10000383,does more for society than and combined they ’ re all in it together journalism within those walls is dead
10000384,why is the world keeping mute about the genocide going on in cameroon flag: Cameroon
10000385,face with rolling eyes wypipos ppls blk ppl need b oustd frm our circle regardlss of our admiration them whethr theyre a politician entertainr or regular ol tyronekeisha schmo imo they r truly a detriment us n the totality
