56,"cnn to all cnn employees in front of camera & behind it~i’ve been a loyal fan since days & we appreciate your hard work! ret cpa/cfo; know all too well, financial machinations/corporate actions have tremendous blowback on employees ~ employees give their all thx!"
57,"so cnn , (the least watched cable news network), shuts down their cnn+ streaming project after only one month & spending $300m when they realize no one is watching it!now cnn news viewers have to go back to watching boring clowns like ~ which no one watches also"
58,cnn msnbc foxnews get her on the air
59,"cnn strange. it’s almost like nobody wanted to pay for cnn+, not even 81 million living and dead biden supporters wanted it. probably a good business decision to cancel a money pit. i’ll be buying more stock in the company which canceled cnn+."
60,news cnn: dr. fauci confirms on the record that regulators are looking at waiting until this summer (likely june) to approve 
61,cnn you are not little. you are so major. and to work with you all has been the best honor of my career. red heart
62,"pm abiy publicly said that the oromo liberation front enjoys full support of the oromo people. he is right, 50+ "
63,cnn msnbc let's not forget the local media who cover some project that has received more funding. local r shows up to say what a wonder project this is. then local media never points out that that local r voted against said project.
64,cnn why do you think the vaccine doesn't work? why are you an anti-vaxxer?
65,this is what your workers will see . #unionstrong hope every single employees join an union. cnn
66,"wollo oromos have the right to defend their homes, families, and property from aggressors. stop war against oromos! #wollooromogenocide #oromovoice"
67,cnn weren't results from 3 pfizer doses due in april?
68,cnn we don’t report to the
69,cnn if you wore an n95 the proper way all day you’d hate it and stop after a day or two
70,we stand in solidarity with the oromo people and the oromo liberation army (ola) nytimes cnn #stopwaronoromia #oromovoice
71,"wollo oromos have the right to defend their homes, families, and property from aggressors. stop war against oromos! nytimescnn#wollooromogenocide #oromovoice"
72,cnn is this a sentence?
73,cnn anyone who has worn a fitted n95 knows the vast majority of people will never wear them.
74,cnn this is comical face with tears of joy everyone knows they don’t report real news
75,"msnbc cnn you are correct, of course, but i agree with the general. msnbc was talking about the depp trial this am and all i could think was, “why? i just don’t care, will never affect my life.”"
76,"cnn washingtonpost and you may be totally right as i haven’t followed her for too long, but long enough to realize it’s someone whose opinions are often frighteningly dangerous because the general public doesn’t know any better to turn their channel."
77,the collapse of cnn's cnn+ operation is the most significant business failure for the left media since the rise of cable. 
78,cnn cnn did. did not
79,cnn when does the big pharmaceutical leprechaun fade into the animus of history?
80,cnn pfizer would lose money if moderna’s got approved in may. so capitalism is why we’re all going to have to wait.
81,cnn: the white house has brought on a retired three-star general to help coordinate the hundreds of millions in military assistance 
82,"cnn shutting down cnn+ 300 million wasted, why not save the $$$ and close cnn completely? lowest rating in cable network! pic of cnns biggest ratings loser attached #mrpotatohead"
83,yes i think they thought they could save cnn wrong!
84,maybe chris wallace can come over to cnn network platform and host that show!
85,the amhara regional state’s ethnic cleansing campaign against wollo oromos will have far reaching consequences 
86,"cnn oh, look, fauci is wrong again."
87,the oromo people everywhere stand with our brothers and sisters in wollo in solidarity. …
88,cnn you have 1 follower simmer down karen.
89,"the people of wollo oromo have the right to defend their homes, families, and property from aggressors. …"
90,we demand that the amhara regional state immediately stop ethnic cleansing campaign against wollo oromo before the 
91,"cnn mask mandate can't avert surge nor change course, bc ppl can't mask 24/7 everywhere & virus will find gap. vax works 24/7. not perfect, but actually makes a difference in terms of lives saved. why spend the energy to reinstate a thing that a lot of folks hate?"
92,the amhara regional state government has engaged in ethnic cleansing campaign against the wollo oromo. …
93,amhara regional state and afar regional militia are waging a ethnic cleansing campaign against wallo oromo civilians 
94,"who wants to buy my nft of a cnn+ subscription screen? $1 million, anyone? okay, i'll take 99 cents, make that a dime.…"
95,"cnn: in this week's episode of ""unfiltered,"" host makes the case for why rep. adam kinzinger (r-il) should seek the "
96,the main cnn and shitty offshoots like this should follow their little app's lead.
97,cnn got too much money for supporting this war. goblinvampire: dark skin tonepirate flagskull and crossbones
98,cnn oh shit. they are saying that.
99,cnn fuck fauci
100,cnn why? do you also want to kill hbo +?
101,"cnn: “putin is banking on us losing interest … once again, we’re going to prove him wrong.”president joe biden reiterates the "
102,"cnn if it's on his teleprompter and he uses the ""serious tone"" like the voice in his ear piece keeps repeating then surely they can convince the poors this is the most important topic"
103,cnn wolf is a flippin' idiot & knows better. such an arse.
104,cnn ok there republicans p…y
105,cnn msnbc can you tell me?
106,"cnn has spent more time pushing their nalvany show than they have covering the castro-like tactics in fl if dems had done that, would have whined about it for a month straightprecisely why cnn+ failed. the hypocrisy is undeniable. and trumpers will never like em"
107,i am so sad that cnn plus is out of business. i want to see them spend a billion dollars to make it profitable. rolling on the floor laughing
108,cnn kindergartners? always proofread prior to publishing ffs
109,cnn failures
110,"psa if you’re going to tweet something snarky about cnn+, hundreds of coal miners and blue collar "
111,cnn we got a deal for you.
112,cnn the immunity u get causes negative immunity later. immune erosion.
113,cnn cdc should be the authority on pandemics not some unqualified federal judge.
114,msnbc cnn and help us end dictatorship in florida!
115,cnn lmao
116,"cnn i’m no defender of journalism in this country ( or any others, to be honest) but sometimes it’s a good idea to just let the little weasel talk. he did more damage than she could have by pushing back."
117,cnn msnbc because cnn is too busy drowning in their 
118,cnn good!
119,cnn how dare the coequal branch of government challenge the infinite wisdom of petty autocrats and unelected public-health bureaucrats like king fauci
120,cnn weird how the cdc is mentioned nowhere in the constitution.
121,cnn youre not ruler and king of america fauci. nobody voted you into office and should be fired.
122,cnn msnbc ari melber interviewed someone
123,"cnn will people now say ""they got to osterholm too!1121!"" or something like that?"
124,cnn because the pandemic is over
125,cnn ok there trump supporter
126,cnn didn’t know it existed until today.
127,"cnn you sir, have no idea what you are talking about."
128,cnn cancel students debt
129,"cnn you mean anderson blooper's show on parenting advice didn't sell? you mean potatohead's unreliable sources"" daily show couldn't sell, as no one watched it for free on cnn? bawa"
130,#breakthesilence #enoughisenough #tplfmustgo …
131,cnn we will never forget
132,"scorching civilian homes, livestock, stored grains, and unharvested crops is committing a terrorism against the 50+ million "
133,"cnn they had less than 100,000 subscribers. it was a complete flop"
134,"leana wen blocked several public health experts and doctors for disagreeing with hershe then blocked , one "
135,cnn i think cnn needs to “train” their anchors. face with rolling eyes
136,cnn wow f u
137,cnn you are going to give all of your cnn+ the new on air hires their promised jobs at cnn as employees for the live on air employment you had promised & hired them for aren't you?
138,cnn & believe it or not-parents can tell if something is wrong-but trying to push a solution to a non existent problem is just indoctrination/programming-so no teacher should b able to determine anything about our kids.
139,cnn potus i’m sorry. i was hoping to help.
140,"first on cnn: dr. fauci's first public comments on the mask court decision""we are concerned about that about the courts "
141,cnn the media told me that trump was the 
142,"i loved hitting wallace on the five today. to leave fox because of and feeling fox is to partisan and going to cnn because they are straight news, lol. im glad wallace is getting what he deserves. im sure zucker will give you a good reference."
143,lol. no it’s not. blatant lie. another perfect example of why cnn is failing.
144,"media: to : ""everything we hear from #russian official sources is a lie. i don't see why we'…"
145,cnn he should stay home .
146,cnn when were you right? huh.and what on earth are you tagging me for windmills now? it's like you are trying to argue for trump crazy talking points.you gonna start complaining about toilets next? why are you bringing up windmills lmfao
147,now do cnn entirely. thanks. america. face with rolling eyes #cnnsucks
148,cnn good one.
149,"you’re literally shitting on your own network. cnn can just go away, wouldn’t be missed."
150,"cnn hilarious. cnn launched cnn+ late last month, it had a mix of familiar sourpuss faces such as anderson cooper, chris wallace & boring programs, but it did the two biggest marketing mistakes: ""we target everyone"" or ""we cater to a wide range of people"", why the project tanked."
151,"cnn maybe if politicians and the media hadn't vastly exaggerated the risk of covid for young children (who are more likely to die from a lightning strike), this could have been avoided. fear-mongering, for political ends?"
152,the mess in ohio needs more national coverage cnn msnbc
153,cnn: a ukrainian man drives toward danger in small frontline towns in the donbas region to help evacuate the people left behind. cnn'
154,cnn stupidity only wins out for a short period of time. even the naive and simple come around eventually. ask older germans and russians.
155,you’re right. especially disappointed w/cnn.
156,"you are a sheep incapable of thinking for yourself while waiting for cnn, big pharma and big tech to tell you what to think."
157,"potus cnn msnbc hold the line! yes sur, general! hundred pointsthumbs up: medium-light skin toneflag: United States"
158,"cnn so, courts and constitution ignored? bureaucratic lifer should step down. not elected"
159,"cnn ""frightening arrogance""."
160,cnn f that little garden gnome.
161,"cnn if only tv was free (like it used/should be) there’s no such thing as premium content anymore, networks just slap a price on a made up tier and call it premium. or in this case, +."
162,cnn+ fails on expanding the direct action messaging media messaging system ~ wonder why? ~ ~ ~ ~ we are sick and tired of war propaganda for defense contractor war profiteers ~ #war is not #green people are suffering
163,"well, kids, that worked out well for you, didn't it? cnn"
164,cnn here you go fam
165,cnn there are some incredibly ignorant people working in government organizations.
166,cnn it’s ridiculous! and victor agreeing with her theory and pushing the anti-mask agenda further face with rolling eyes as he comments about when he wore a mask and as annoying as it was. as if it were some burden from the past.
167,"cnn countries and their citizens need to understand that actions have consequences, and you can go protest your govt if you dont like it.you also have the choice of being a citz of another country due to the war and atrocities."
168,cnn i would think there's pretty strong contextual clues that i was talking to shannon.is it really so hard to follow along?
169,"cnn msnbc i’ve been wondering that all day. although, msnbc does have one article on their twitter "
170,cnn can i rent it for $2.99/month?
171,cnn how much did you guys waste on cnn+ quarter billion ?! why didn’t you donate this $ to inner cities
172,"cnn if by “in movies” you mean “real life” then i’m with you. slavery wasn’t abolished in ms ‘til 1995.the gerrymandering, voting rights act, fetishization of confederate statues, erasure of black history are indicative of a racist culture hellbent on legal codification of it."
173,cnn fauci just went full 
174,cnn fans of #killingeve #lgbtq community demand a statement from those in charge …
175,"cnn: ""this will not pass"" co-authors and reveal that sen. mitch mcconnell (r-ky) and rep. kevin mccarthy (r-ca)…"
176,cnn fans of #killingeve #lgbtq community demand a statement from those in charge traumatizing viewers in a very dangerous and harmful way that felt both targeted and personal. cnn backing us up but we need your help industry
177,cnn its all a bunch of bull pile of poo all those republicans in congress lied for trump when they new 
178,msnbc cnn foxnews supreme court recently ruled that gerrymandering to favor a political party is fine. that's how.
179,cnn sounds like he doesn’t want to give up control.
180,if cnn + was a foetus it would still be legal to abort in texas grinning squinting face
181,"cnn its all a bunch of bull pile of poo all those republicans in congress lied for trump when they new he was 100 guilty and that's why trump walked away both times, bottom line to all this is there are very corrupt republicans in the capitol right now thinking faceface with rolling eyesflag: United States"
182,cnn so the cdc should be unrestrained by laws?
183,"msnbc cnn i know. i couldn’t care less about jonny depp & his x, their life, or problems. nauseated face"
184,"cnn msnbc florida is giving democracy away….#desantis in his lust for power is more pumpkin than #putinspuppet so,msnbc and cnn #deathsantis is literally drawing his own voting districts, nobody up there care?"
185,cnn stupid people rally together
186,"gearing up for crimecon. great event, great exposure for my son's story. i hope to bring awareness of other families "
187,hilarious story by about shutdown of #cnnplus blaming it all on now owning cnn and no mention at all about 
188,"cnn i am the last person on earth to pick on typos, but this one is just too fitting. …"
189,"cnn washingtonpost and i have 2 children under 5, one born prematurely last year and one that was diagnosed with covid just today. i suppose that when i hear eugenics, i think of someone intentionally ‘wanting’ others to die. i don’t know if she wants that, but the end results might be the same."
190,cnn hey fauci
191,"cnn lol! this kind of attitude is what will push the dem party to the trashbin! keep it up -bcause as every parent knows-they know the child much better than a teacher-kids will talk to their parents or parents can see ""something is wrong""-so ur stance is bs"
192,"after expressing surprise about the axios mask poll earlier today on cnn, elizabeth cohen floated her own theory. "
193,cnn dead
194,"cnn the american people did not vote & did not consent to be governed by the tyrannical cdc, nih, & who."
195,cnn it's a check on legal and constitutionality of the other branches of govt and population/systems writ large
196,cnn math books w cin them. look it up.
197,i started at cnn in atlanta as an intern in 2017 right after i graduated college. i moved my entire life from the 
198,"""ron desantis' governing strategy in florida is paying off"" - for whom? this is the kind of nonsense that cnn used to normalize trump. what is wrong with you people? do you know what fascism is? did you see him remove other journalists?"
199,cnn i see someone didn’t read the article.
200,cnn what the fuck
201,cnn fauci-mengele is wrong.
202,"cnn so we won’t go to war with russia but we will provide $800 million us dollars to help them fight the war!? thinking face makes total economic sense! why can’t we just drop a $10,000 missile to putin‘s house and end this nonsense! rocketbomb"
203,cnn no their viewership has been crumbling for a while now
204,cnn piss off wen!
205,"cnn & she fails to concede flag: Israel has taken in more flag: Ukraine refugees per capita, jew & non-jew, than others except for some with borders with flag: Ukraine (kudos to flag: Poland)& despite being 3,500kms from western flag: Ukraine,manged to set up a field hospital treating 000sher lies try to imply jews have power to stop sign the war"
206,"with the demise of imminent, it is appropriate to repost this from last year. cnn"
207,"cnn a virus is unpredictable, and he was following the science. i found his expertise invaluable."
208,good start! now let’s start cleaning up cnn
209,cnn this piece of schiff stole two years of our lives! he should retire in a federal prison!
210,cnn you’re right. $17 billion is like nothing at all. good point.
211,cnn coverup of hunter’s laptop.
212,cnn msnbc it's on msnbc right now.
213,cnn: . speaks with washington post foreign correspondent about stories she's heard regarding russian 
214,cnn msnbc it is such a lie that even “your” main stream left wing propaganda media dont even believe it!
215,cnn your retarted. winking face
216,cnn+ collapse…couldn’t have happened to a better bunch of a$$holes! it’s calledkarma!
217,cnn national p.o.s.
218,"cnn n95 is not needed either. its a bad flu. remember the flu? elderly and unhealthy used to get it a lot until 2019.btw 99.7 recovery rate from ""covid"""
219,cnn once the cdc infringes on constitutional rights instead of just giving advice it becomes a court issue.
220,cnn the is a government agency. government agencies have to follow the laws. when there is a dispute it 
221,cnn i thought you said he was dead. woman shrugging
222,"cnn potus 4 places in my city supposedly have them, but when you go in to get one, they say they are all out of them."
223,cnn this clip alone warrants him being fired
224,your 1st mistake was working for cnn your 2nd mistake was thinking the conservative right would be sympathetic.
225,cnn i actually have no problem supporting people with who they are. i dont believe in supporting delusions and removing definitions from words
226,"breaking - the death toll among the 12,000 tigrayans dumped to die at a despicable internment camp in semera (afar) "
227,cnn msnbc oh come on! it wouldn’t do to show democrats standing up to republicans. it might inspire other 
228,report: chris wallace’s ⁦⁩ show will ‘likely’ continue on cnn tv
229,"cnn yeah, all 32 of them. rolling on the floor laughingclown face"
230,cnn thank you.
231,"cnn can we agree that the cdc does not have unlimited power? if limited, then something/somebody has to provide a "
232,msnbc cnn it’s so ridiculous. i can’t watch it. much more important things in this world
233,"cnn um, here’s correct account face with medical mask"
234,cnn and those need to be fitted and worn correctly
235,"the ethiopian government's military adventures in oromia target innocent oromo civilians, particularly oromo youth "
236,hopefully he gets his own show on cnn!
237,cnn he is an idiot.
238,"the thing is, cnn is toxic woke propaganda that routinely lies about & demonizes its political opponents &…"
239,"pm abiy publicly said that the oromo liberation front enjoys full support of the oromo people. he is right, 50+ million oromo people are behind ola. nytimes cnn #stopwaronoromia"
240,cnn only cnn could be so out of touch with reality that they thought people would pay for fake news. most people wouldn’
241,"cnn go woke, go broke! face with tears of joy"
242,cnn msnbc ari was just talking about it.
243,cnn when the cdc started stretching its public health responsibility to things like eviction it should have expected 
244,"who wants to buy my nft of a cnn+ subscription screen? $1 million, anyone? okay, i'll take 99 cents, make that a dime. anyone? free? cnn #itsover . ."
245,cnn msnbc msnbc has covered desantis authoritarian edicts in florida and the legislature voting today.
246,cnn you and literally tens of others
247,"cnn oh no, the courts stepped in, after the washington establishment made a political and economic decision. the "
248,cnn you don't even know his name.it is merrick garland btw.let's see how your this 
249,cnn doesn't have journalists. they're spokesmouths for the ministry of truth.
250,cnn cnn reporting on the colossal failure of cnn+:
251,"cnn so basically dr. fauci is saying both he, & are above the rule of law. the judicial "
252,"cnn wait, cnn is still on the air?who knew!"
253,"watch: dr. fauci tells me on #thesourcekasiewoman detective: light skin tone ""this is a cdc issue, it should not have been a court issue."" cnn …"
254,"""tigray children are starving.people are dying.this is not a situation caused by natural disasters. it is caused by "
255,"cnn the real story.the ukhsa's own data indicates that the more jabs you have, the more likely you are to "
256,cnn what was i wrong on? thinking face you said i was wrong on everything.when did that happen?
257,cnn geez.people like you vote. we're screwed
258,cnn oh dear… then what happens to the apple tv app for those of us who had to subscribe if we wanted to continue to support cnn?
259,this is why. cnn deserves it. they abandoned journalistic integrity long ago. they deserve to lose their jobs.
260,cnn’s analysts really suck. cnn “anchor”: why is putin surrounding the mariopil steel plant but not attacking it any more? reporter covering dod: i have no idea. we really dont know what putin will do or why. me watching this: dumbasses. 1. theyre blocking backhand index pointing down
261,"cnn like many exhausted parents of kids under 5, i’ve been anxiously awaiting the update on when we can expect "
262,cnn spellcheck please
263,cnn how does one redress grievances with the government?
264,wolf is the diane feinstein of cnn
265,cnn msnbc they should also report on how a “democratic”candidate for gov and the secretary of agriculture 
266,cnn the quote in the tweet does not say fauci said it would be confusing.
267,cnn the corporate press is the enemy of the people. and the people are slowly but irreversibly figuring that out.
268,cnn pushed lockdowns and panic porn. millions lost their jobs. 100s of 1000s pushed into poverty. own it. we don't care what happens to cnn propaganda artists
269,"cnn well, he’s wrong yet again."
270,"msnbc cnn yeah. i have absolutely no interest in almost all ""celebrities"" unless they're doing something to help the poor, homeless, disenfranchised or our earth."
271,"cnn yes, .0001 bitcoin for you, what’s your wallet address?"
272,cnn msnbc for one it was when andrea mitchell and chuck toad were on.
273,news: obama pressures big tech on disinformation in silicon valley speech via cnn …
274,"after what cnn did to my president and our country, i really don’t give a flying f**k. hitler may have given the orders but his solders are equally as guilty for carrying them out. #fakenewscnn"
275,cnn: data published by the us centers for disease control and prevention shows that vaccination rates for three childhood vaccines 
276,the oromo people everywhere stand with our brothers and sisters in wollo in solidarity. nytimes @…
277,"while it sucks that people are losing their jobs, cnn and the people that work there didn’t care about the people who "
278,"cnn if he doesn’t run as an independent, the dems will just cheat him again. the working class need an independent candidate!"
279,cnn i like jokes too. when they're actually funny
280,msnbc cnn depp easy ad candy. other stuff only consequential.
281,cnn isn't one of the key mandates of the independent judiciary to hold the gov't to account in cases of corruption or overreach?
282,cnn you jokester. you
283,"top story: : 'watch: dr. fauci tells me on #thesourcekasiewoman detective: light skin tone ""this is a cdc issue, it should not have been a court issue."" cnn ' , see more"
284,news: obama pressures big tech on disinformation in silicon valley speech via cnn
285,"cnn: are you a high tea at noon, or a greasy spoon type of traveler? join to see why you don’t have to choose. the new "
286,cnn i was to be invited to white in the united states by former cia director gina haspel. but it was hampered by the nation and the chinese mafia who aimed at my psychic chips. tell joseph burns and former yokota air base commander kevin schneider to invite me to the white house.
287,cnn they sound insane - hello how bout millions got sick from omicron and cases are rising again
288,we demand that the amhara regional state immediately stop ethnic cleansing campaign against wollo oromos . /…
289,"cnn thats bc these ppl are so damn gullible that if someone told them it was from cnn they will believe it. then jump on the internet and fight you tooth and nail that it's true. and a bunch of other goofs that want to engage into tribal politics will hype them up with ""likes"" man facepalming: medium-dark skin tone"
290,"cnn play united states of america.shieldsecurity code. u would need that!"" 4/19/1775. its kinda useless without the fakenewz&fake indians. wait3yr. they throw tea over taxes,4me.17&73""i learned in schoolwbcn the rock of boston14yprez carter4stern youtube:joeshow318channel"
291,"cnn what flow? i live on it. litterally no flow. weather is turning up the heat. we are moving to a time of year where border patrol are spending more time pealing dead off the rocks then anything else. gruesome truth,but no flow."
292,cnn who cares?
293,cnn it was a bad move to launch the service in the first place
294,cnn msnbc and some republican.
295,"i wish cnn could go back to its roots. where the heck is robin in the mornings? those were better news days. sitting in the chow hall, eating chow nerd face, watching robin. good old days"
296,cnn when you question if this whole thing is about control?remember fauci's educated advice on masks.
297,"wollo oromos have the right to defend their homes, families, and property from aggressors. stop war against oromos! nytimes cnn #wollooromogenocide #oromovoice"
298,cnn potus literally no irb would allow you to keep a study going if there’s proven benefit. you would have to halt the study and release the results. the fda should be held to at least the same standard.
299,"cnn well, at least chris wallace can still attend his dc cocktail parties."
300,"cnn you chose president trump 4news.media is the enemy,he said. feb24,2017. only he says what you see. no apologies. ok then that is 4eternity&it wont work out. maga executioner judge&jury 4everybody.desks(1792):pg1,a great place 4broadcasting&how us boston media fight a media war"
301,"cnn how about ""is a human rights issue"". stop thinking you have a right to tell me what to do. make all the suggestions you want, but the cdc does not rule the land"
302,cnn lol and that statement “who they are” is the kind of unscientific crap that is going around now. and if you think major medical associations are evidence based then you have zero idea of how healthcare works.
303,"hey cnn president trump was right againwhen you go woke, everything goes to sh*t. just like chris wallace and cnn+rolling on the floor laughing"
304,cnn can't spell it. if you've never been it.
305,cnn msnbc they should also report on how a “democratic”candidate for gov and the secretary of agriculture is not a democrat after all. she’s actually a matt gaetz friend.
306,cnn doesn't matter. no one watches your garbage. your just telling lies to yourself.
307,"rip cnn msnbc nytimes washingtonpost good bye guys, i "
308,"now, that’s a hugely embarrassing result. maybe now’s the time to, at the very "
309,cnn except the cdc made it such with their illogical recommendations.
310,cnn apparently you still don’t know what inflation is. with inflation adjustment on “profit” they didn’t have a record year because 17b isn’t 17b anymore. it’s worth less. also that’s gross and not net profit after expenses and overhead.
311,"cnn msnbc mega thugs and assorted republicans? how do you know this? source?how does the removal of the std made for disney, revealing its complete operations and infrastructure to the government, moronic?these other districts are generally commodities or public service like firemen."
312,cnn fake news
313,"french diplomats returning to #kyiv, european solidarity with #ukraine, sanctions against russia and the investigation "
314,cnn projection is what trump was good at. his luck is running out. #sad
315,just turned foxnews on and the little kimeade has on.weapons industry generals.good grief.looks like cnn
316,"cnn cnn+ learn to code!you get what you fucking deserve!twitter, you're next!elon is coming for that ass!"
317,cnn boston media's united states?you have president trump's app. for news.
318,except …. they should know better. cnn sucks
319,"cnn uhhh, where does it say only spoken word?so ""reckon"" isn't a colloquialism because it's typed?you do not understand colloquialism one bit.was mark twain just bad at grammar?"
320,fuck cnn
321,you know why cnn and your streaming clown show are failing or failed? because people are sick of smug lying pos like you. you and your fellow cnn employees get all the tough times you have coming to you.
322,"in an interview with cnn , naftali bennet said: “we’re not seeing israelis murdering palestinians”and i couldn't agree more, it's about time that mainstream media start showing the daily murders of palestinians by israelis.#biasedmedia #apartheidisrael"
323,#cnnplus collapsing is just karma for what cnn did to imo. more karma otw.
324,cnn bigger failure than truth social?
325,"cnn msnbc thanks for pointing out the issues with media not sticking to the truth, even if it means they appear to be favoring one side."
326,who pays you besides cnn
327,"supporting the oromo liberation army is supporting security, peace, and democracy in the region and rejecting state "
328,cnn hahahaha. nope. hope they all take their lies to the garbage can where they belong
329,cnn that’s exactly what fjb administration wants. get the courts out and expand cdc authority.
330,cnn are you still here? how’s truth social going?
331,cnn pretty sure he doesn't know that.
332,"cnn why in gods name does cnn keep popping up in my timeline?!?! i have no interest in the ignorant left wing propaganda cnn constantly spews. cnn has been caught lying so many times - i cant count. yet, they never apologies for their misdeeds. in short.f**k off!"
333,cnn this is outrageous. thank you for your advocacy — please keep reporting on this heinous 
334,cnn i don't need killer fauci or the corrupt cdc telling me what to do. i
335,cnn give chris wallace the 7pm slot and move erin burnette. she's been there too long and a change is long overdue. 
336,how much will be carved out for “the big guy”? cnn @foxnews
337,cnn how does anything fail in only a month?talk about cutting your losses quick #cnn+
338,cnn what public confusion?
339,cnn yes.the cdc does not have the authority to rule over the lives of americans.and the federal courts absolutely have authority to rule on the legality of rule coming from executive branch agencies.
340,"potus cnn msnbc mongoso? whatever that means, i want it too. no one is safe, until everyone is safe. i am proud of our president."
341,cnn but i mean who wouldn’t want to pay to listen to and face with tears of joy
342,cnn parents are afraid to go to the vaccination location.
343,cnn the public who will be “confused” by this are unlikely to vaccinate their children anyway. enough punishing rationale families by playing to the lowest denominator.
344,cnn it’ll make its way over to the garbage can.
345,cnn years of spewing fake news is a bad look for a news organization man shrugging maybe they should have pushed harder on the trump/russia narrative face with tears of joy
346,cnn are you really pretending cloth masks aren’t better than nothing?
347,"cnn any conflict of interest with pfizer, who isn't ready in may while moderna probably is?"
348,"i just want to tell you how mexico is doing in politics, with threats and intimidation of the deputies, it is not worth it "
